listing_id;title;property_type;operation;price_eur;price_per_m2;area_m2;rooms;bathrooms;floor;has_elevator;district;neighborhood;full_address;locality;latitude;longitude;description;has_terrace;has_balcony;has_parking;has_air_conditioning;has_swimming_pool;has_garden;energy_cert;construction_year;condition;advertiser_name;advertiser_type;photo_count;is_new_development;url;scrape_date;scrape_timestamp
60087652328.101800;Casa en venta en Carrer del Maresme, 5;Casa;venta;369000.0;1493.93;247.0;5;3;;False;;Corbera de Llobregat;Corbera de Llobregat;Corbera de Llobregat;41.4291;1.90721;En la urbanización de La Creu de Aragall, en Corbera de Llobregat, encontramos esta magnífica casa con piscina de 247 m2 construidos en el 1980 sobre una parcela de 1088 m2 según los datos ofrecidos por el catastro. La vivienda situada en zona tranquila y rodeada de naturaleza ofrece unas vistas increíbles. Dispone de 3 alturas más una buhardilla con la siguiente distribución: Planta Principal: En esta altura encontramos un salón/comedor con chimenea, cocina office totalmente equipada, una habit...;True;False;True;False;True;True;E;Entre 30 y 50 años;;VERVIVIENDAS.COM;Agencia;88;False;https://www.pisos.com/comprar/casa-corbera_de_llobregat_centro_urbano-60087652328_101800/;2026-04-05;2026-04-05T12:23:45.153203
60842215167.100500;Piso en venta en Carrer d'Olzinelles, cerca de Carrer de Sants;Piso;venta;395000.0;5064.1;78.0;3;2;Bajo;True;Sants-Montjuïc;Sants;Sants (Distrito Sants-Montjuïc. Barcelona Capital);Barcelona Capital;41.374742707;2.136297348;Vivienda exclusiva con encanto y entrada independiente en el corazón de Sants. Ubicada en la calle Olzinelles, esta vivienda única combina a la perfección el carácter de la arquitectura tradicional con un diseño contemporáneo y acabados de alta calidad. Un piso pensado para quienes valoran los espacios con alma, el confort y una ubicación privilegiada. La propiedad conserva elementos originales que aportan personalidad y calidez, como las vigas vistas, paredes de tocho original y suelos hidráuli...;False;False;False;False;False;False;G;Más de 50 años;;OPENLLAR SERVEIS IMMOBILIARIS;Agencia;24;False;https://www.pisos.com/comprar/piso-sants_montjuic_sants08014-60842215167_100500/;2026-04-05;2026-04-05T12:23:47.224253
62549098278.100500;Piso en venta en Avinguda de la Diagonal;Piso;venta;360000.0;3913.04;92.0;4;2;5ª;True;Gavà;Les Bòbiles-Avinguda Diagonal-Les Colomeres;Les Bòbiles-Avinguda Diagonal-Les Colomeres (Gavà);Gavà;41.304799565;1.998428644;Te presentamos una oportunidad cada vez más difícil de encontrar en Gavà, en plena Diagonal: un piso amplio, luminoso y con una distribución excelente, ideal para familias o compradores que buscan espacio, comodidad y potencial de revalorización. La vivienda cuenta con 4 habitaciones, lo que la convierte en una opción perfecta para quienes necesitan más de tres dormitorios o desean combinar vivienda y despacho. Dispone de un baño completo y un aseo, una distribución funcional y bien aprovechada,...;False;True;False;False;False;False;E;;;OPENLLAR SERVEIS IMMOBILIARIS;Agencia;57;False;https://www.pisos.com/comprar/piso-les_bobiles_avinguda_diagonal_les_colomeres-62549098278_100500/;2026-04-05;2026-04-05T12:23:50.326277
59221556175.328700;Casa en venta en Carrer de Barcelona;Casa;venta;80000.0;503.14;159.0;5;1;;False;;Cervera;Cervera;Cervera;41.664932858;1.27229769;Casa de 159 m² distribuida en planta baja, dos plantas superiores y una buhardilla. La planta baja, de 53 m², cuenta con una entrada de piedra con mucho encanto y una bodega ideal para almacenaje o para crear un espacio rústico y acogedor. En la primera planta encontramos tres habitaciones y un baño muy práctico. En la segunda planta dispone de dos habitaciones adicionales, un baño con plato de ducha, un comedor y una cocina funcional. Por último, la buhardilla ofrece un espacio extra para adapt...;False;False;False;True;False;False;;Más de 50 años;A reformar;Fincombat;Agencia;19;False;https://www.pisos.com/comprar/casa-cervera_centro_urbano-59221556175_328700/;2026-04-05;2026-04-05T12:23:52.330029
60005499392.106700;Dúplex en venta en La Seu D'Urgell;Duplex;venta;295000.0;3314.61;89.0;3;2;;True;;La Seu d'Urgell;La Seu d'Urgell;La Seu d'Urgell;42.360656112;1.46188952;Óptima Inmobiliaria os presenta Apartamento de 66,04 m² útiles con una terraza de 7,29 m². El apartamento está distribuido en dos habitaciones con armarios empotrados, una amplia zona de día con cocina abierta, sala de estar-comedor con salida a una espectacular terraza de forma rectangular. Incorpora también una zona de lavandería independiente. Posibilidad de personalización de los acabados: cocina, cerámicas con materiales de primeras marcas. Plazas de aparcamiento a partir de 14.900€ y trast...;False;False;True;False;False;False;;;;ÒPTIMA IMMOBILIÀRIA;Agencia;7;False;https://www.pisos.com/comprar/duplex-la_seu_urgell_centro_urbano-60005499392_106700/;2026-04-05;2026-04-05T12:23:55.935709
55920565580.101800;Apartamento en venta en Carrer Frederic Mistral, 6;Apartamento;venta;445000.0;5933.33;75.0;2;2;Bajo;True;Vielha e Mijaran;Vielha;Vielha (Vielha e Mijaran);Vielha e Mijaran;42.6997;0.79529;Engel & Völkers les presenta esta magnífica propiedad situada en el corazón del casco antiguo de Vielha, capital del emblemático Valle de Arán, a escasos pasos del pintoresco Riu Nere y de la iglesia románica de Sant Miquèu. Una ubicación privilegiada que combina historia, autenticidad y comodidad. Esta elegante planta baja ha sido completamente renovada en 2023, combinando funcionalidad contemporánea con una estética cálida y refinada. La vivienda se distribuye en una única planta y dispone de ...;True;False;False;False;False;False;;Entre 10 y 20 años;;Engel & Völkers Lleida - Val d´Aran;Agencia;16;False;https://www.pisos.com/comprar/apartamento-vielha-55920565580_101800/;2026-04-05;2026-04-05T12:23:56.923493
56732919807.101800;Dúplex en venta en Calle Carrèr Dera Laca, Número 13;Duplex;venta;290000.0;3222.22;90.0;3;2;Bajo;False;;Es Bòrdes;Es Bòrdes;Es Bòrdes;42.7378;0.720506;Este encantador dúplex con entrada independiente se distribuye en dos plantas más buhardilla, ofreciendo un espacio funcional y acogedor para toda la familia. En la planta baja encontramos un recibidor que da acceso a un baño completo y a una cocina totalmente equipada. Una puerta interior separa esta zona del amplio salón-comedor, que cuenta con chimenea, creando un ambiente cálido y confortable. Desde el salón también se accede a un práctico cuarto trastero. La planta superior dispone de dos d...;False;False;False;False;False;False;;Entre 10 y 20 años;;Engel & Völkers Lleida - Val d´Aran;Agencia;25;False;https://www.pisos.com/comprar/duplex-es_bordes_centro_urbano-56732919807_101800/;2026-04-05;2026-04-05T12:23:57.719792
59211356111.510334;Piso en venta en Calle Juan de La Cierva;Piso;venta;266000.0;3129.41;85.0;3;2;Bajo;False;Granollers;L'Hostal-Lledoner;L'Hostal-Lledoner (Granollers);Granollers;41.6138395;2.2933909;¡Descubre esta espectacular PLANTA BAJA de obra nueva en venta en Granollers! Esta acogedora vivienda de 80 m² te ofrece todo lo que necesitas para disfrutar de una vida cómoda y moderna. Con 3 habitaciones, incluyendo una suite doble, y 2 baños equipados con platos de ducha, cada rincón ha sido diseñado para maximizar el confort. La cocina americana, completamente equipada, se integra a la perfección con el luminoso comedor que da acceso a una pequeña terraza de 8 m², ideal para relajarte al ai...;True;False;False;True;False;False;D;Menos de 5 años;A estrenar;VIURE A GRANOLLERS;Agencia;14;False;https://www.pisos.com/comprar/piso-hostal_lledoner08402-59211356111_510334/;2026-04-05;2026-04-05T12:24:00.113413
526573188.501464;Casa en venta en Calle Partida San Bernabe;Casa;venta;191000.0;616.13;310.0;4;2;;False;Tortosa;Jesús-Els Reguers;Jesús-Els Reguers (Tortosa);Tortosa;40.826507542;0.50960534;En venta esta espectacular casa en Tortosa, ubicada en la zona de Jesús-Els Reguers. La propiedad cuenta con una superficie total de 309,9 m², distribuidos en una superficie solar de 22893 m² y una superficie útil de 271,16 m². Dispone de 1 habitación individual, 3 habitaciones dobles (una de ellas en suite) y 2 baños. Con una antigüedad entre 10 y 20 años, esta casa en buen estado ofrece comodidades como armarios empotrados, calefacción, cocina equipada, garaje, jardín, terraza de 21 m² y siste...;True;False;True;False;False;True;;Entre 10 y 20 años;En buen estado;HABITATGES L´ ALDEA, S.L.;Agencia;12;False;https://www.pisos.com/comprar/casa-jesus_els_reguers-526573188_501464/;2026-04-05;2026-04-05T12:24:02.654477
61705596496.501585;Casa en venta en Carrer de les Guilleries;Casa;venta;250000.0;1785.71;140.0;3;2;;False;;Maçanet de la Selva;Maçanet de la Selva;Maçanet de la Selva;41.77522742876983;2.699185900499609;Esta encantadora casa en Maçanet de la Selva se destaca por su tranquilidad e intimidad, superficie total de 140 m², distribuidos en una parcela de 728 m².Vivienda principal consta de 2 habitaciones individuales y 1 habitación doble, baño con bañera, amplia cocina equipada, hall recibidor y salón comedor, aire acondicionado, calefacción a gas natural y un amplio jardín privado. La casa se encuentra en buen estado de conservación, lista para habitar. Cuenta con una construcción anexa independient...;True;False;True;True;True;True;F;Entre 30 y 50 años;En buen estado;BLANES HOUSE;Agencia;35;False;https://www.pisos.com/comprar/casa-macanet_de_la_selva_centro_urbano-61705596496_501585/;2026-04-05;2026-04-05T12:24:03.339850
61724450521.106400;Piso en venta en Passeig de l'Estació;Piso;venta;65000.0;890.41;73.0;3;1;3ª;False;;Balaguer;Balaguer;Balaguer;41.7891;0.811112;Acogedor piso en venta con vistas al Passeig de l’Estació de Balaguer Distribución: 3 habitaciones · 1 baño · Cocina · Salón-comedor · Balcón Ubicado en pleno Passeig de l’Estació de Balaguer, este piso ofrece una excelente oportunidad tanto para vivir como para invertir. La vivienda cuenta con tres habitaciones luminosas, un baño completo, cocina funcional y un salón-comedor. El edificio no dispone de ascensor, lo que permite mantener unos gastos comunitarios muy reducidos. PRECIO NEGOCIABLE! *...;False;False;False;False;False;False;;;;Cases de Ponent;Agencia;10;False;https://www.pisos.com/comprar/piso-balaguer_centro_urbano-61724450521_106400/;2026-04-05;2026-04-05T12:24:06.197623
25093174634.512173;Casa en venta en Carrer Quintà;Casa;venta;700000.0;4268.29;164.0;3;2;;False;;Santa Cristina d'Aro;Santa Cristina d'Aro;Santa Cristina D'aro;41.813951344;3.01226801;Santa Cristina de Aro, Mas Pla. Casa en planta baja de 3 habitaciones, una de ellas tipo suite, un baño completo, comedor con chimenea, cocina americana con salida al exterior, garaje, lavadero y trastero. En el exterior, casa a cuatro vientos, piscina, jardín de diseño y varios porches. La propiedad está orientada hacia el sur y se encuentra en una de las zonas más tranquilas del municipio. La población de Santa Cristina de Aro se encuentra ubicada a 5' de las principales poblaciones y playas d...;False;False;True;True;True;True;;Entre 10 y 20 años;En buen estado;FINQUES SANTA CRISTINA- IMMOELPORTALET;Agencia;28;False;https://www.pisos.com/comprar/casa-santa_cristina_aro_centro_urbano-25093174634_512173/;2026-04-05;2026-04-05T12:24:07.291546
32549007563.501491;Casa en venta en Carrer Rovelló, cerca de Carrer del Riu Segre;Casa;venta;275000.0;1964.29;140.0;3;1;;False;;Maçanet de la Selva;Maçanet de la Selva;Maçanet de la Selva;41.7851299;2.7087802;Bonita casa en urbanización de Maçanet de la Selva de 140m2 construidos en terreno de 600m2. La casa se distribuye de la siguiente manera: porche entrada, amplio salón comedor con salida a terraza con vistas a zona verde, cocina, baño completo. 3 habitaciones, 2 dobles y una sencilla que se usa ahora como vestidor. En planta superior consta de otra habitación, cuarto de caldera y lavador, trastero, cocina de verano. Piscina desmontable y baño completo. La casa dispone de cerramientos de PVC, cal...;True;False;False;False;False;True;;Entre 20 y 30 años;En buen estado;Finques LM;Agencia;42;False;https://www.pisos.com/comprar/casa-macanet_de_la_selva_centro_urbano-32549007563_501491/;2026-04-05;2026-04-05T12:24:09.329928
62587275256.106700;Casa en venta en Avinguda dels Arbres, 39, cerca de Avenida Falgueres;Casa;venta;250000.0;3086.42;81.0;3;2;;False;Lloret de Mar;Roca Grossa-Serra Brava;Roca Grossa-Serra Brava (Lloret de Mar);Lloret de Mar;41.7183;2.87441;El encanto de la sencillez: Refugio acogedor con vistas despejadas y gran parcela en Serra Brava. A veces, las mejores oportunidades se esconden en hogares sencillos que transmiten calidez desde el primer momento. Esta bonita casa en la tranquila urbanización de Serra Brava es el mejor ejemplo: una propiedad muy bien situada que te ofrece unas preciosas vistas despejadas y una base fantástica para vivir la Costa Brava a tu ritmo. Espacios pensados para disfrutar: Con 81 m² construidos (66 m² úti...;True;False;False;False;False;True;;;;ALSINA FINQUES;Agencia;20;False;https://www.pisos.com/comprar/casa-roca_grossa_serra_brava-62587275256_106700/;2026-04-05;2026-04-05T12:24:11.113372
55049403307.101800;Dúplex en venta en Avinguda de Francesc Macià;Duplex;venta;259000.0;2877.78;90.0;3;2;3ª;True;;Esterri d'Àneu;Esterri d'Àneu;Esterri D'àneu;42.624465469;1.1239995;Este encantador piso dúplex ofrece amplitud, luminosidad y funcionalidad en cada rincón. En la planta baja, destaca un amplio y luminoso salón-comedor, perfecto para disfrutar de reuniones en familia o con amigos. La cocina es independiente y totalmente equipada. La planta principal también cuenta con un dormitorio doble con baño en suite, proporcionando un espacio privado y confortable. En la planta superior, se encuentra un segundo dormitorio doble, un baño completo y una atractiva zona abiert...;False;False;True;False;False;False;E;Entre 20 y 30 años;;Engel & Völkers Lleida - Val d´Aran;Agencia;22;False;https://www.pisos.com/comprar/duplex-esterri_aneu_centro_urbano-55049403307_101800/;2026-04-05;2026-04-05T12:24:13.136900
31699138527.237300;Casa en venta en Carrer de Balmes;Casa;venta;55000.0;343.75;160.0;3;1;;False;;Rosselló;Rosselló;Rosselló;41.692650117;0.5961557;Casa de 160 m2, consta de 2 habitaciones y 1 baño, salón-comedor, terraza, calefacción y gas ciudad. Certificado energético disponible.;True;False;False;False;False;False;G;Más de 50 años;A reformar;RENCASA;Agencia;8;False;https://www.pisos.com/comprar/casa-rossello_centro_urbano-31699138527_237300/;2026-04-05;2026-04-05T12:24:16.303622
63388992037.362900;Piso en venta en Carrer de la Sala;Piso;venta;198000.0;2020.41;98.0;4;2;2ª;False;Calonge i Sant Antoni;Calonge;Calonge (Calonge i Sant Antoni);Calonge i Sant Antoni;41.860087036;3.077463987;Piso muy luminoso de 95 m² con doble orientación y dos balcones Amplio y luminoso piso de 95 m², muy bien distribuido. Al entrar nos encontramos con un recibidor que da acceso a una cocina independiente con salida a un balcón tipo terraza cerrada con cristalera, ideal como zona de lavado y con abundante luz natural. Desde la entrada también accedemos al salón-comedor, espacioso y muy luminoso, con salida directa al mismo balcón, perfecto para crear una zona con mesa y sillas donde relajarse y di...;True;True;False;True;False;False;E;;En buen estado;habitAa Nuri Cruañas;Agencia;24;False;https://www.pisos.com/comprar/piso-calonge_i_sant_antoni_calonge-63388992037_362900/;2026-04-05;2026-04-05T12:24:19.078971
62533710662.328400;Piso en venta en Carrer d'Anselm Clave;Piso;venta;289000.0;2206.11;131.0;4;2;4ª;True;Blanes;Centre;Centre (Blanes);Blanes;41.6771989;2.7875035;En la zona de Centre de Blanes se encuentra este amplio piso en venta con una superficie total de 131 m² y 4 habitaciones. La vivienda, situada en la planta 1ª, cuenta con 2 baños, balcón, cocina, comedor, suelos de parquet y aire acondicionado. Con una antigüedad entre 30 y 50 años, el piso se encuentra en buen estado y tiene ascensor. La orientación suroeste y la luminosidad lo convierten en un lugar soleado y acogedor. Además, la zona ofrece un entorno privilegiado cercano al mar, con el puer...;False;True;False;True;False;False;G;Entre 30 y 50 años;En buen estado;FINQUES MON;Agencia;19;False;https://www.pisos.com/comprar/piso-blanes_centre-62533710662_328400/;2026-04-05;2026-04-05T12:24:21.623001
61756484077.100500;Piso en venta en Cataluña;Piso;venta;115000.0;1769.23;65.0;2;1;Bajo;True;;Balaguer;Balaguer;Balaguer;41.785995205;0.812102565;Obra nueva en Balaguer – viviendas de 1, 2 y 3 dormitorios Descubre una promoción de obra nueva pensada para quienes buscan confort, eficiencia y diseño actual en Balaguer. Viviendas luminosas y funcionales, ideales tanto como primera residencia como para inversión. Viviendas modernas y confortables Pisos con distribuciones prácticas que aprovechan al máximo el espacio y la luz natural. Salones acogedores, dormitorios confortables y terrazas o balcones en muchas de las viviendas. ✨ Calidades des...;False;False;False;False;True;False;;Entre 30 y 50 años;;GRUP 90;Agencia;10;False;https://www.pisos.com/comprar/piso-balaguer_centro_urbano-61756484077_100500/;2026-04-05;2026-04-05T12:24:22.741487
61732676816.106700;Apartamento en venta en Arties;Apartamento;venta;0.0;;194.0;4;4;;True;Naut Aran;Arties;Arties (Naut Aran);Naut Aran;42.701495307;0.874032304;Exclusivo Apartamento Tríplex de Alto Standing Descubra una vivienda única concebida para quienes buscan espacio, confort y distinción en cada detalle. Este exclusivo apartamento tríplex, disponible en 4 habitaciones y con 4 baños. Redefine el concepto de hogar de lujo en un entorno privilegiado. La vivienda ofrece una espectacular zona de día de concepto abierto, donde sala, comedor y cocina se integran en un amplio y luminoso espacio diseñado para disfrutar y compartir. Grandes ventanales cone...;False;False;True;False;False;False;;;;ARANCASA;Agencia;11;False;https://www.pisos.com/comprar/apartamento-arties-61732676816_106700/;2026-04-05;2026-04-05T12:24:23.837028
60905955256.100500;Piso en venta en Avinguda de Lleida, cerca de Carrer del Doctor Enric Panadès;Piso;venta;98000.0;1225.0;80.0;2;1;1ª;False;;Torrefarrera;Torrefarrera;Torrefarrera;41.672411638;0.608786983;West Side vende: Piso en Lleida. Amplio piso en Torrefarrera, Lerida, perfecto para parejas. La vivienda cuenta con una superficie de 80 m² construidos distribuidos en salón-comedor, cocina, 2 dormitorios y 1 baño completo. El piso tiene suelos de parquet y ventanas de aluminio. Se encuentra en el centro de Torrefarrera, en sus alrededores encontramos el Institut Joan Solà, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y centros deportivos. Cuenta con fácil acceso a N-230. N...;False;False;False;False;False;False;D;Entre 30 y 50 años;En buen estado;WEST SIDE;Agencia;23;False;https://www.pisos.com/comprar/piso-torrefarrera_centro_urbano-60905955256_100500/;2026-04-05;2026-04-05T12:24:25.023357
54266095207.105900;Piso en venta en Avenida Doctor Manel Camps I Clemente, Número 0;Piso;venta;76000.0;1101.45;69.0;2;1;;False;;Alcarràs;Alcarràs;Alcarràs;41.5693;0.522473;Oportunidad de inversión: inmueble alquilado. Piso en Alcarrás, Lérida, perfecto para parejas. La vivienda cuenta con una superficie de 69 m² construidos distribuidos en dos habitaciones, salón-comedor, cocina y un aseo. Localizado en el centro de Alcarrás, en sus alrededores encontramos supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y varias paradas de autobús. Cuenta con fácil acceso a N-2. Consulte con nuestro Agente Comercial la información adicional s...;False;False;False;False;False;False;;;;Aliseda Inmobiliaria;Agencia;13;False;https://www.pisos.com/comprar/piso-alcarras_centro_urbano-54266095207_105900/;2026-04-05;2026-04-05T12:24:26.245112
61707754165.108900;Piso en venta en Carrer del Roine;Piso;venta;350000.0;2916.67;120.0;3;2;;True;Calafell;Platja de Segur de Calafell;Platja de Segur de Calafell (Calafell);Calafell;41.190463053;1.603528346;Esta vivienda, con una inmejorable orientación Sur-Este, es completamente exterior y está diseñada para disfrutar de la luz natural y las vistas al mar desde cada rincón. Sus tres amplias habitaciones, todas con prácticos armarios empotrados, ofrecen un espacio de descanso tranquilo y organizado. El dormitorio principal, con su baño en suite, se convierte en un refugio de privacidad y comodidad. Además, cuenta con un segundo baño completo que da servicio al resto de la casa. El diseño inteligent...;True;False;True;False;False;False;;;;FINQUES SANT TELM;Agencia;35;False;https://www.pisos.com/comprar/piso-platja_de_segur_de_calafell43882-61707754165_108900/;2026-04-05;2026-04-05T12:24:27.677815
61764070843.101800;Chalet en venta en Carrer de la Cellera de Ter;Chalet;venta;345000.0;1916.67;180.0;3;3;;False;Maçanet de la Selva;Comajuliana;Comajuliana (Maçanet de la Selva);Maçanet de la Selva;41.750174002;2.709252017;¡Descubre tu nuevo hogar! Esta impresionante casa independiente, completamente reformada, ofrece un espacio de 180 m² distribuido en una sola planta, ideal para disfrutar de la comodidad y el estilo. Al entrar, te recibe un acogedor salón-comedor con chimenea, perfecto para las noches de invierno. La cocina office es funcional y luminosa, y cuenta con un lavadero para mayor comodidad. La propiedad dispone de tres habitaciones, incluyendo una suite con vestidor, y dos baños equipados. Además, cue...;True;False;True;False;True;True;C;;;Gestión Inmobiliaria Dominic Almaraz;Agencia;64;False;https://www.pisos.com/comprar/chalet-comajuliana-61764070843_101800/;2026-04-05;2026-04-05T12:24:30.442863
60834361804.107700;Chalet en venta en Raval de Puigverd, cerca de Carrer de les Eres;Chalet;venta;138000.0;1586.21;87.0;3;2;;False;;Agramunt;Agramunt;Agramunt;41.7862;1.10065;NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Te ofrecemos esta excelente oportunidad de adquirir en propiedad esta casa adosada, formada por la unión de 4 unidades registrales. En la localidad de Agramunt, provincia de Lleida. Estado interior con múltiples opciones y posibilidades para reformar/actualizar. Inmejorable inmueble para desarrollar tu proyecto de reforma o adecuación. Diseña el hogar de tus sueños a medida, gracias a las numerosas posibilidades de la vivienda. Situada en entor...;True;False;False;False;False;False;;Más de 50 años;;CENTURY 21 NEXUS;Agencia;30;False;https://www.pisos.com/comprar/chalet-agramunt_centro_urbano-60834361804_107700/;2026-04-05;2026-04-05T12:24:34.864836
60895589891.100500;Piso en venta en Sants;Piso;venta;205000.0;4880.95;42.0;1;1;Bajo;False;Sants-Montjuïc;Sants;Sants (Distrito Sants-Montjuïc. Barcelona Capital);Barcelona Capital;41.3765135;2.1372619;¡Descubre este encantador piso reformado en pleno corazón del vibrante barrio de Sants, Barcelona! 🏙️ Con una superficie construida de 42 m2 y útil de 40 m2, esta propiedad destaca por su excelente estado y sus amplias vistas al patio anterior. 🌳 Ideal para singles o parejas que buscan un hogar acogedor. 💑 La vivienda cuenta con una habitación doble , así como un baño moderno completo. 🚿. Su ubicación es inmejorable: a pocos pasos de la estación central trenes - metro 📍de Sants , rodeado por col...;False;False;False;True;False;False;D;Más de 50 años;;OIKIN;Agencia;29;False;https://www.pisos.com/comprar/piso-sants_montjuic_sants-60895589891_100500/;2026-04-05;2026-04-05T12:24:35.825697
60005366289.106600;Casa en venta en Avinguda d'Espanya;Casa;venta;575000.0;2963.92;194.0;4;3;;False;Santa Cristina d'Aro;Bufaganyes;Bufaganyes (Santa Cristina d'Aro);Santa Cristina D'aro;41.8605;2.97046;REF VEC 101 LICENCIA TURÍSTICA Ubicada en una apacible zona residencial, en pleno entorno natural y a los pies de la reserva de Les Gavarres, esta elegante villa contemporánea de 194 m² construidos ofrece un equilibrio perfecto entre tranquilidad, confort y proximidad a los principales núcleos de la Costa Brava. El centro de Santa Cristina d`Aro se encuentra a tan solo 15 minutos en coche, garantizando privacidad sin renunciar a los servicios. La vivienda destaca por su diseño funcional y sus am...;True;False;False;True;True;True;;;;Domiyo Inversiones Inmobiliarias;Agencia;39;False;https://www.pisos.com/comprar/casa-bufaganyes-60005366289_106600/;2026-04-05;2026-04-05T12:24:38.812268
61731006631.100500;Casa adosada en venta en Masia Màs Blanquet, 2;Casa;venta;346000.0;2189.87;158.0;4;3;;False;;Perafort;Perafort;Perafort;41.1861;1.25354;¡SE VENDE CHALET ESQUINERO CON GRAN JARDÍN! Descubre tu nuevo hogar en Perafort, a tan solo 10 minutos en coche del centro de Tarragona y a 2 km del tren de alta velocidad (estación del AVE Camp de Tarragona), con todos los servicios necesarios a un paso para tu día a día. Este espectacular chalet pareado ofrece el equilibrio perfecto entre tranquilidad, confort y una ubicación privilegiada. Características principales. -En la parte delantera se encuentra una acogedora zona de estar pavimentada ...;True;False;True;True;False;True;;Entre 10 y 20 años;;Elite Properties Radalmasant;Agencia;38;False;https://www.pisos.com/comprar/casa_adosada-perafort_centro_urbano-61731006631_100500/;2026-04-05;2026-04-05T12:24:40.368175
62558660637.108900;Chalet en venta en Segur de Calafell;Chalet;venta;430000.0;2118.23;203.0;4;2;;False;Calafell;Segur de Calafell;Segur de Calafell (Calafell);Calafell;41.208420525;1.612771939;?? Chalet independiente en Segur de Calafell: espacio, privacidad y calidad de vida ?? Descubre este chalet independiente ubicado en una zona tranquila y bien comunicada de Segur de Calafell, ideal para quienes buscan amplitud, intimidad y comodidad en su día a día. Una vivienda pensada para vivir sin complicaciones, con una distribución práctica, estancias amplias y mucha luz natural ?. En el interior encontrarás salones luminosos, dormitorios generosos y una cocina equipada de líneas modernas,...;True;False;True;False;True;False;;;;FINQUES SANT TELM;Agencia;62;False;https://www.pisos.com/comprar/chalet-calafell_segur_de_calafell43882-62558660637_108900/;2026-04-05;2026-04-05T12:24:42.401552
55897408106.106500;Chalet en venta en Plaça de Montclar;Chalet;venta;600000.0;2040.82;294.0;3;2;;False;Sant Feliu de Guíxols;Puntabrava-Port Salvi-Urbanitzacions de l'Oest;Puntabrava-Port Salvi-Urbanitzacions de l'Oest (Sant Feliu de Guíxols);Sant Feliu de Guíxols;41.7967;3.0142;Si buscas un chalet con piscina, con un gran garaje, un gran jardin y que la vivienda este en una sola planta, esta es la que estas buscando. Ademas, hay que modernizar algunos de los espacios.. . asi que tienes un lienzo para colorear. La fachada tambien tiene la peculiaridad de que por su longitud, se podria dividir en dos, la parcela actual. La zona de la piscina la situamos en la parte posterior de la parcela, la mejor situacion, ya que ofrece intimidad, y junto al porche con la barbacoa. Te...;True;False;False;False;True;False;;Entre 30 y 50 años;En buen estado;La Clau Brava Immobiliaria;Agencia;20;False;https://www.pisos.com/comprar/chalet-puntabrava_port_salvi_urbanitzacions_de_oest-55897408106_106500/;2026-04-05;2026-04-05T12:24:43.387865
55908036542.106500;Casa en venta en Calle Pineda;Casa;venta;2950000.0;12826.09;230.0;4;4;;False;;Sant Feliu de Guíxols;Sant Feliu de Guíxols;Sant Feliu de Guíxols;41.7943;3.0522;Villa ubicada en la orografia de la peninsula que encontramos entre la bahia de Sant Pol y la playa de Sa Conca, La Urbanizacion de la Gavina en SAgaro Vell, reconocida como bien cultural de interes nacional y como el escondite de las estrellas. La urbanizacion de S`Agaro es un complejo residencial de propiedades con caracter, cada una de ellas reconocida y unica a las demas, con servicios y seguridad de alto standing que la hacen considerarse como la joya de la corona urbanistica de la Costa Br...;True;False;False;True;True;True;;Entre 20 y 30 años;En buen estado;La Clau Brava Immobiliaria;Agencia;20;False;https://www.pisos.com/comprar/casa-sant_feliu_de_guixols-55908036542_106500/;2026-04-05;2026-04-05T12:24:44.507952
62564644285.106000;Casa en venta en Carrer dels Frares;Casa;venta;53000.0;238.74;222.0;;;;False;;Castelldans;Castelldans;Castelldans;41.498829306;0.766574419;Casa a reformar que se ha consolidado la estrucutra, y tejado , sobre un solar de casi 140m2 hay 66m2 construidos de almacen, y 2 plantas de 78m2 a distribuir, falta hacer los cerramientos y acabar al agusto los interiores, la fachada se ha rejuntado laparte interior pero no la exterior. A distribuir al gusto. En solar urbano dentro del pueblo, casa de piedra y tapia, tejado inyectado. Se vende tal como se ve en las fotos.;False;False;False;False;False;False;;;En buen estado;Jose Pérez Mesas;Agencia;16;False;https://www.pisos.com/comprar/casa-castelldans_centro_urbano-62564644285_106000/;2026-04-05;2026-04-05T12:24:45.943007
62506265006.100500;Piso en venta en Carrer Ramon Soldevila;Piso;venta;145000.0;1421.57;102.0;4;2;2ª;False;Lleida Capital;Instituts;Instituts (Lleida Capital);Lleida Capital;41.6113365;0.6200239;Piso en venta situado en calle Ramon Soldevila, Lleida, ideal para familias o quienes buscan amplitud y luz natural en una zona tranquila y bien comunicada. La vivienda dispone de 4 habitaciones, perfectas tanto para dormitorios como para despacho o zona de estudio, 1 baño completo y 1 aseo, ofreciendo comodidad para el día a día. Cuenta con cocina independiente totalmente equipada y un comedor muy luminoso, con salida directa a balcón, aportando ventilación y un agradable espacio exterior. El p...;False;False;False;False;False;False;;;En buen estado;LLAR VIDA SLU;Agencia;18;False;https://www.pisos.com/comprar/piso-instituts25002-62506265006_100500/;2026-04-05;2026-04-05T12:24:48.796836
